country,timestamp_utc,date,volume_article_count,avg_tone,conflict_article_count,disaster_article_count
Sudan,2026-09-12T19:00:00+00:00,2026-09-12,3,-0.2688,1,3
Haiti,2026-09-12T19:00:00+00:00,2026-09-12,0,,0,0
Thailand,2026-09-12T19:00:00+00:00,2026-09-12,8,1.9968,0,1
Turkey,2026-09-12T18:00:00+00:00,2026-09-12,3,-2.1985,0,1
Ukraine,2026-09-12T18:00:00+00:00,2026-09-12,26,-2.5854,19,1
Lebanon,2026-09-12T18:00:00+00:00,2026-09-12,0,,0,0
Israel,2026-09-12T18:00:00+00:00,2026-09-12,21,-0.9407,17,0
Egypt,2026-09-12T18:00:00+00:00,2026-09-12,27,1.5393,16,0
Sudan,2026-09-12T18:00:00+00:00,2026-09-12,2,-3.3736,2,0
Haiti,2026-09-12T18:00:00+00:00,2026-09-12,1,5.2459,0,0
Thailand,2026-09-12T18:00:00+00:00,2026-09-12,6,2.4182,1,0
Turkey,2026-09-12T17:00:00+00:00,2026-09-12,5,-0.5369,1,0
Ukraine,2026-09-12T17:00:00+00:00,2026-09-12,18,-3.2797,18,0
Lebanon,2026-09-12T17:00:00+00:00,2026-09-12,2,1.9435,2,0
Israel,2026-09-12T17:00:00+00:00,2026-09-12,26,-2.8524,23,2
Egypt,2026-09-12T17:00:00+00:00,2026-09-12,18,0.0787,16,2
Sudan,2026-09-12T17:00:00+00:00,2026-09-12,2,-0.0287,1,1
Haiti,2026-09-12T17:00:00+00:00,2026-09-12,1,-1.4851,1,0
Thailand,2026-09-12T17:00:00+00:00,2026-09-12,10,2.8343,6,2
Turkey,2026-09-12T16:00:00+00:00,2026-09-12,1,-5.1458,1,0
Ukraine,2026-09-12T16:00:00+00:00,2026-09-12,27,-3.0466,26,1
Lebanon,2026-09-12T16:00:00+00:00,2026-09-12,2,-4.5705,2,0
Israel,2026-09-12T16:00:00+00:00,2026-09-12,33,-2.1497,32,1
Egypt,2026-09-12T16:00:00+00:00,2026-09-12,49,1.7232,23,0
Sudan,2026-09-12T16:00:00+00:00,2026-09-12,5,-2.4423,4,1
Haiti,2026-09-12T16:00:00+00:00,2026-09-12,1,-1.4851,1,0
Thailand,2026-09-12T16:00:00+00:00,2026-09-12,16,1.9831,5,1
Turkey,2026-09-12T15:00:00+00:00,2026-09-12,3,-0.6015,0,0
Ukraine,2026-09-12T15:00:00+00:00,2026-09-12,14,-3.4907,11,2
Lebanon,2026-09-12T15:00:00+00:00,2026-09-12,5,-3.1377,5,0
Israel,2026-09-12T15:00:00+00:00,2026-09-12,17,-3.6618,15,3
Egypt,2026-09-12T15:00:00+00:00,2026-09-12,24,2.0954,8,1
Sudan,2026-09-12T15:00:00+00:00,2026-09-12,1,5.2885,0,0
Haiti,2026-09-12T15:00:00+00:00,2026-09-12,3,-2.8306,3,0
Thailand,2026-09-12T15:00:00+00:00,2026-09-12,10,2.7297,0,0
Turkey,2026-09-12T14:00:00+00:00,2026-09-12,3,-2.4242,2,0
Ukraine,2026-09-12T14:00:00+00:00,2026-09-12,12,-3.0818,10,2
Lebanon,2026-09-12T14:00:00+00:00,2026-09-12,6,-2.6195,6,0
Israel,2026-09-12T14:00:00+00:00,2026-09-12,45,-1.2499,41,1
Egypt,2026-09-12T14:00:00+00:00,2026-09-12,21,1.0508,14,2
Sudan,2026-09-12T14:00:00+00:00,2026-09-12,0,,0,0
Haiti,2026-09-12T14:00:00+00:00,2026-09-12,3,-1.3544,3,0
Thailand,2026-09-12T14:00:00+00:00,2026-09-12,17,2.5147,9,2
Turkey,2026-09-12T13:00:00+00:00,2026-09-12,4,-1.2071,2,0
Ukraine,2026-09-12T13:00:00+00:00,2026-09-12,15,-2.1983,13,2
Lebanon,2026-09-12T13:00:00+00:00,2026-09-12,4,-1.6302,4,0
Israel,2026-09-12T13:00:00+00:00,2026-09-12,52,-1.9183,43,4
Egypt,2026-09-12T13:00:00+00:00,2026-09-12,39,0.976,27,1
Sudan,2026-09-12T13:00:00+00:00,2026-09-12,1,5.2885,0,0
Haiti,2026-09-12T13:00:00+00:00,2026-09-12,2,-1.4851,2,0
Thailand,2026-09-12T13:00:00+00:00,2026-09-12,22,2.3502,9,1
Turkey,2026-09-12T12:00:00+00:00,2026-09-12,3,1.7887,2,1
Ukraine,2026-09-12T12:00:00+00:00,2026-09-12,24,-4.3975,22,1
Lebanon,2026-09-12T12:00:00+00:00,2026-09-12,6,-2.858,6,0
Israel,2026-09-12T12:00:00+00:00,2026-09-12,31,-3.5078,30,4
Egypt,2026-09-12T12:00:00+00:00,2026-09-12,14,-2.0752,7,5
Sudan,2026-09-12T12:00:00+00:00,2026-09-12,1,-4.0021,0,0
Haiti,2026-09-12T12:00:00+00:00,2026-09-12,2,-2.893,0,0
Thailand,2026-09-12T12:00:00+00:00,2026-09-12,3,2.3714,0,0
Turkey,2026-09-12T11:00:00+00:00,2026-09-12,1,5.7303,0,0
Ukraine,2026-09-12T11:00:00+00:00,2026-09-12,22,-3.7837,20,0
Lebanon,2026-09-12T11:00:00+00:00,2026-09-12,7,-2.0505,6,1
Israel,2026-09-12T11:00:00+00:00,2026-09-12,34,-3.147,33,8
Egypt,2026-09-12T11:00:00+00:00,2026-09-12,27,0.6711,17,1
Sudan,2026-09-12T11:00:00+00:00,2026-09-12,1,-4.8387,0,0
Haiti,2026-09-12T11:00:00+00:00,2026-09-12,3,-2.9014,0,0
Thailand,2026-09-12T11:00:00+00:00,2026-09-12,15,2.2065,5,1
Turkey,2026-09-12T10:00:00+00:00,2026-09-12,10,0.3017,4,1
Ukraine,2026-09-12T10:00:00+00:00,2026-09-12,32,-3.9586,29,0
Lebanon,2026-09-12T10:00:00+00:00,2026-09-12,3,-2.8201,3,0
Israel,2026-09-12T10:00:00+00:00,2026-09-12,24,-2.8876,21,2
Egypt,2026-09-12T10:00:00+00:00,2026-09-12,30,1.566,21,0
Sudan,2026-09-12T10:00:00+00:00,2026-09-12,0,,0,0
Haiti,2026-09-12T10:00:00+00:00,2026-09-12,1,-2.9014,0,0
Thailand,2026-09-12T10:00:00+00:00,2026-09-12,20,1.9337,8,1
Turkey,2026-09-12T09:00:00+00:00,2026-09-12,2,-0.2242,0,0
Ukraine,2026-09-12T09:00:00+00:00,2026-09-12,28,-2.145,28,0
Lebanon,2026-09-12T09:00:00+00:00,2026-09-12,10,-3.6991,10,1
Israel,2026-09-12T09:00:00+00:00,2026-09-12,35,-1.7804,31,6
Egypt,2026-09-12T09:00:00+00:00,2026-09-12,27,-0.4664,21,6
Sudan,2026-09-12T09:00:00+00:00,2026-09-12,1,-7.6336,1,0
Haiti,2026-09-12T09:00:00+00:00,2026-09-12,4,-1.7845,1,1
Thailand,2026-09-12T09:00:00+00:00,2026-09-12,5,1.0512,2,2
Turkey,2026-09-12T08:00:00+00:00,2026-09-12,4,2.7415,1,1
Ukraine,2026-09-12T08:00:00+00:00,2026-09-12,27,-1.9496,25,2
Lebanon,2026-09-12T08:00:00+00:00,2026-09-12,11,-3.9844,11,0
Israel,2026-09-12T08:00:00+00:00,2026-09-12,39,-1.6894,33,6
Egypt,2026-09-12T08:00:00+00:00,2026-09-12,31,-0.9011,23,6
Sudan,2026-09-12T08:00:00+00:00,2026-09-12,1,-3.9979,0,0
Haiti,2026-09-12T08:00:00+00:00,2026-09-12,1,-2.9014,0,0
Thailand,2026-09-12T08:00:00+00:00,2026-09-12,4,-0.1191,0,1
Turkey,2026-09-12T07:00:00+00:00,2026-09-12,9,1.3774,3,0
Ukraine,2026-09-12T07:00:00+00:00,2026-09-12,26,-1.7722,23,0
Lebanon,2026-09-12T07:00:00+00:00,2026-09-12,2,-4.0944,2,0
Israel,2026-09-12T07:00:00+00:00,2026-09-12,34,-1.0772,26,7
Egypt,2026-09-12T07:00:00+00:00,2026-09-12,25,-1.7012,22,7
Sudan,2026-09-12T07:00:00+00:00,2026-09-12,2,-3.0024,0,0
Haiti,2026-09-12T07:00:00+00:00,2026-09-12,2,-4.0293,1,0
Thailand,2026-09-12T07:00:00+00:00,2026-09-12,3,-1.2154,1,1
Turkey,2026-09-12T06:00:00+00:00,2026-09-12,2,0.5991,1,0
Ukraine,2026-09-12T06:00:00+00:00,2026-09-12,13,-2.0426,10,1
Lebanon,2026-09-12T06:00:00+00:00,2026-09-12,1,-5.9937,1,0
Israel,2026-09-12T06:00:00+00:00,2026-09-12,11,-2.3228,9,4
Egypt,2026-09-12T06:00:00+00:00,2026-09-12,22,-1.745,17,3
Sudan,2026-09-12T06:00:00+00:00,2026-09-12,1,-1.7857,1,0
Haiti,2026-09-12T06:00:00+00:00,2026-09-12,1,-0.1795,0,1
Thailand,2026-09-12T06:00:00+00:00,2026-09-12,4,3.4251,1,1
Turkey,2026-09-12T05:00:00+00:00,2026-09-12,3,-0.6735,2,1
Ukraine,2026-09-12T05:00:00+00:00,2026-09-12,9,-3.0097,9,1
Lebanon,2026-09-12T05:00:00+00:00,2026-09-12,5,-3.7335,5,1
Israel,2026-09-12T05:00:00+00:00,2026-09-12,15,-1.9018,12,4
Egypt,2026-09-12T05:00:00+00:00,2026-09-12,14,-2.397,13,0
Sudan,2026-09-12T05:00:00+00:00,2026-09-12,2,-0.0201,2,0
Haiti,2026-09-12T05:00:00+00:00,2026-09-12,1,0.5976,0,1
Thailand,2026-09-12T05:00:00+00:00,2026-09-12,4,3.2539,2,1
Turkey,2026-09-12T04:00:00+00:00,2026-09-12,0,,0,0
Ukraine,2026-09-12T04:00:00+00:00,2026-09-12,7,-1.6613,6,2
Lebanon,2026-09-12T04:00:00+00:00,2026-09-12,2,-1.459,2,2
Israel,2026-09-12T04:00:00+00:00,2026-09-12,15,-1.0615,9,2
Egypt,2026-09-12T04:00:00+00:00,2026-09-12,14,-1.4925,9,0
Sudan,2026-09-12T04:00:00+00:00,2026-09-12,1,-1.2678,1,1
Haiti,2026-09-12T04:00:00+00:00,2026-09-12,1,-6.077,1,0
Thailand,2026-09-12T04:00:00+00:00,2026-09-12,3,0.8505,3,0
Turkey,2026-09-12T03:00:00+00:00,2026-09-12,8,-4.9055,8,0
Ukraine,2026-09-12T03:00:00+00:00,2026-09-12,11,-4.1397,10,2
Lebanon,2026-09-12T03:00:00+00:00,2026-09-12,4,-2.4236,4,0
Israel,2026-09-12T03:00:00+00:00,2026-09-12,36,-2.8919,25,1
Egypt,2026-09-12T03:00:00+00:00,2026-09-12,17,-1.8682,10,1
Sudan,2026-09-12T03:00:00+00:00,2026-09-12,7,-6.4193,7,2
Haiti,2026-09-12T03:00:00+00:00,2026-09-12,1,4.878,1,0
Thailand,2026-09-12T03:00:00+00:00,2026-09-12,3,-2.7918,2,0
Turkey,2026-09-12T02:00:00+00:00,2026-09-12,10,-4.6443,9,0
Ukraine,2026-09-12T02:00:00+00:00,2026-09-12,8,-1.4063,6,2
Lebanon,2026-09-12T02:00:00+00:00,2026-09-12,3,-2.0796,2,0
Israel,2026-09-12T02:00:00+00:00,2026-09-12,25,-3.1576,16,2
Egypt,2026-09-12T02:00:00+00:00,2026-09-12,6,0.8242,4,1
Sudan,2026-09-12T02:00:00+00:00,2026-09-12,6,-6.706,6,0
Haiti,2026-09-12T02:00:00+00:00,2026-09-12,0,,0,0
Thailand,2026-09-12T02:00:00+00:00,2026-09-12,6,-0.8512,3,0
Turkey,2026-09-12T01:00:00+00:00,2026-09-12,10,-4.8989,8,0
Ukraine,2026-09-12T01:00:00+00:00,2026-09-12,10,-0.4559,7,0
Lebanon,2026-09-12T01:00:00+00:00,2026-09-12,2,0.8217,0,0
Israel,2026-09-12T01:00:00+00:00,2026-09-12,30,-2.1797,21,7
Egypt,2026-09-12T01:00:00+00:00,2026-09-12,9,-0.817,7,3
Sudan,2026-09-12T01:00:00+00:00,2026-09-12,7,-6.2343,7,0
Haiti,2026-09-12T01:00:00+00:00,2026-09-12,0,,0,0
Thailand,2026-09-12T01:00:00+00:00,2026-09-12,0,,0,0
Turkey,2026-09-12T00:00:00+00:00,2026-09-12,17,-5.8438,15,1
Ukraine,2026-09-12T00:00:00+00:00,2026-09-12,15,-2.5843,13,0
Lebanon,2026-09-12T00:00:00+00:00,2026-09-12,2,-0.7908,2,0
Israel,2026-09-12T00:00:00+00:00,2026-09-12,36,-3.2255,27,7
Egypt,2026-09-12T00:00:00+00:00,2026-09-12,9,-1.6512,5,1
Sudan,2026-09-12T00:00:00+00:00,2026-09-12,9,-6.0391,8,0
Haiti,2026-09-12T00:00:00+00:00,2026-09-12,0,,0,0
Thailand,2026-09-12T00:00:00+00:00,2026-09-12,6,1.7309,2,1
Turkey,2026-09-11T23:00:00+00:00,2026-09-11,24,-5.1991,21,0
Ukraine,2026-09-11T23:00:00+00:00,2026-09-11,23,-2.6917,20,1
Lebanon,2026-09-11T23:00:00+00:00,2026-09-11,13,-2.0058,11,3
Israel,2026-09-11T23:00:00+00:00,2026-09-11,47,-2.9587,37,7
Egypt,2026-09-11T23:00:00+00:00,2026-09-11,17,-1.0508,9,5
Sudan,2026-09-11T23:00:00+00:00,2026-09-11,14,-6.0789,14,2
Haiti,2026-09-11T23:00:00+00:00,2026-09-11,0,,0,0
Thailand,2026-09-11T23:00:00+00:00,2026-09-11,9,1.4834,3,0
Turkey,2026-09-11T22:00:00+00:00,2026-09-11,11,-4.492,10,0
Ukraine,2026-09-11T22:00:00+00:00,2026-09-11,16,-2.5794,14,2
Lebanon,2026-09-11T22:00:00+00:00,2026-09-11,7,-0.7211,5,2
Israel,2026-09-11T22:00:00+00:00,2026-09-11,30,-2.7809,23,4
Egypt,2026-09-11T22:00:00+00:00,2026-09-11,12,-2.3341,7,3
Sudan,2026-09-11T22:00:00+00:00,2026-09-11,2,-2.363,1,1
Haiti,2026-09-11T22:00:00+00:00,2026-09-11,0,,0,0
Thailand,2026-09-11T22:00:00+00:00,2026-09-11,2,3.5233,1,0
Turkey,2026-09-11T21:00:00+00:00,2026-09-11,15,-2.9135,13,0
Ukraine,2026-09-11T21:00:00+00:00,2026-09-11,17,-2.2937,12,1
Lebanon,2026-09-11T21:00:00+00:00,2026-09-11,17,-3.9065,15,6
Israel,2026-09-11T21:00:00+00:00,2026-09-11,43,-3.3682,39,8
Egypt,2026-09-11T21:00:00+00:00,2026-09-11,19,-2.6557,16,7
Sudan,2026-09-11T21:00:00+00:00,2026-09-11,3,-4.8829,3,2
Haiti,2026-09-11T21:00:00+00:00,2026-09-11,3,-1.0212,0,0
Thailand,2026-09-11T21:00:00+00:00,2026-09-11,1,-0.905,0,0
Turkey,2026-09-11T20:00:00+00:00,2026-09-11,8,-1.9582,4,0
Ukraine,2026-09-11T20:00:00+00:00,2026-09-11,24,-2.2413,22,1
Lebanon,2026-09-11T20:00:00+00:00,2026-09-11,12,-3.43,11,2
Israel,2026-09-11T20:00:00+00:00,2026-09-11,32,-2.8417,27,2
Egypt,2026-09-11T20:00:00+00:00,2026-09-11,21,-0.6664,11,3
Sudan,2026-09-11T20:00:00+00:00,2026-09-11,1,-6.2678,1,1
Haiti,2026-09-11T20:00:00+00:00,2026-09-11,2,-1.8895,2,1
Thailand,2026-09-11T20:00:00+00:00,2026-09-11,4,1.3551,1,0
Turkey,2026-09-11T19:00:00+00:00,2026-09-11,20,-2.3076,16,1
Ukraine,2026-09-11T19:00:00+00:00,2026-09-11,35,-3.0274,30,3
Lebanon,2026-09-11T19:00:00+00:00,2026-09-11,9,-3.4461,8,3
Israel,2026-09-11T19:00:00+00:00,2026-09-11,52,-2.4949,45,5
Egypt,2026-09-11T19:00:00+00:00,2026-09-11,45,-0.7542,22,5
Sudan,2026-09-11T19:00:00+00:00,2026-09-11,4,-5.2462,4,0
Haiti,2026-09-11T19:00:00+00:00,2026-09-11,3,-1.7241,0,0
Thailand,2026-09-11T19:00:00+00:00,2026-09-11,8,-0.1375,3,0
Turkey,2026-09-11T18:00:00+00:00,2026-09-11,5,-3.4822,3,1
Ukraine,2026-09-11T18:00:00+00:00,2026-09-11,33,-3.1121,26,1
Lebanon,2026-09-11T18:00:00+00:00,2026-09-11,7,-3.3622,6,1
Israel,2026-09-11T18:00:00+00:00,2026-09-11,44,-2.4265,41,0
Egypt,2026-09-11T18:00:00+00:00,2026-09-11,14,-1.4811,8,0
Sudan,2026-09-11T18:00:00+00:00,2026-09-11,2,-4.9382,2,0
Haiti,2026-09-11T18:00:00+00:00,2026-09-11,3,-1.2569,1,0
Thailand,2026-09-11T18:00:00+00:00,2026-09-11,5,4.0915,1,2
Turkey,2026-09-11T17:00:00+00:00,2026-09-11,8,2.1482,3,2
Ukraine,2026-09-11T17:00:00+00:00,2026-09-11,26,-2.4721,22,1
Lebanon,2026-09-11T17:00:00+00:00,2026-09-11,1,-7.5697,0,0
Israel,2026-09-11T17:00:00+00:00,2026-09-11,35,-1.5257,24,1
Egypt,2026-09-11T17:00:00+00:00,2026-09-11,22,0.5464,12,1
Sudan,2026-09-11T17:00:00+00:00,2026-09-11,3,-7.1888,3,0
Haiti,2026-09-11T17:00:00+00:00,2026-09-11,7,-2.2648,2,0
Thailand,2026-09-11T17:00:00+00:00,2026-09-11,13,-0.7046,4,0
Turkey,2026-09-11T16:00:00+00:00,2026-09-11,12,-0.6554,8,0
Ukraine,2026-09-11T16:00:00+00:00,2026-09-11,29,-2.6596,26,1
Lebanon,2026-09-11T16:00:00+00:00,2026-09-11,11,-3.5426,9,0
Israel,2026-09-11T16:00:00+00:00,2026-09-11,36,-3.4568,29,0
Egypt,2026-09-11T16:00:00+00:00,2026-09-11,16,0.8036,8,3
Sudan,2026-09-11T16:00:00+00:00,2026-09-11,5,-1.865,5,0
Haiti,2026-09-11T16:00:00+00:00,2026-09-11,0,,0,0
Thailand,2026-09-11T16:00:00+00:00,2026-09-11,15,0.1716,5,3
Turkey,2026-09-11T15:00:00+00:00,2026-09-11,13,1.1663,4,0
Ukraine,2026-09-11T15:00:00+00:00,2026-09-11,21,-1.913,18,3
Lebanon,2026-09-11T15:00:00+00:00,2026-09-11,8,-3.7515,8,3
Israel,2026-09-11T15:00:00+00:00,2026-09-11,31,-2.9789,26,4
Egypt,2026-09-11T15:00:00+00:00,2026-09-11,19,-0.7755,14,5
Sudan,2026-09-11T15:00:00+00:00,2026-09-11,1,3.0374,0,0
Haiti,2026-09-11T15:00:00+00:00,2026-09-11,2,-2.1247,2,2
Thailand,2026-09-11T15:00:00+00:00,2026-09-11,11,1.4425,5,1
Turkey,2026-09-11T14:00:00+00:00,2026-09-11,12,0.7398,3,1
Ukraine,2026-09-11T14:00:00+00:00,2026-09-11,47,-3.1403,42,0
Lebanon,2026-09-11T14:00:00+00:00,2026-09-11,17,-2.3373,17,0
Israel,2026-09-11T14:00:00+00:00,2026-09-11,44,-2.959,38,2
Egypt,2026-09-11T14:00:00+00:00,2026-09-11,22,0.5125,7,1
Sudan,2026-09-11T14:00:00+00:00,2026-09-11,3,-2.052,2,0
Haiti,2026-09-11T14:00:00+00:00,2026-09-11,0,,0,0
Thailand,2026-09-11T14:00:00+00:00,2026-09-11,8,2.4083,3,0
Turkey,2026-09-11T13:00:00+00:00,2026-09-11,9,-2.3886,6,1
Ukraine,2026-09-11T13:00:00+00:00,2026-09-11,45,-3.1257,38,4
Lebanon,2026-09-11T13:00:00+00:00,2026-09-11,9,-3.9341,9,0
Israel,2026-09-11T13:00:00+00:00,2026-09-11,33,-2.9462,27,0
Egypt,2026-09-11T13:00:00+00:00,2026-09-11,18,-0.3565,12,7
Sudan,2026-09-11T13:00:00+00:00,2026-09-11,2,-1.4009,2,0
Haiti,2026-09-11T13:00:00+00:00,2026-09-11,0,,0,0
Thailand,2026-09-11T13:00:00+00:00,2026-09-11,10,0.2745,4,1
Turkey,2026-09-11T12:00:00+00:00,2026-09-11,15,-0.2921,9,2
Ukraine,2026-09-11T12:00:00+00:00,2026-09-11,30,-2.2596,24,2
Lebanon,2026-09-11T12:00:00+00:00,2026-09-11,15,-3.7323,15,1
Israel,2026-09-11T12:00:00+00:00,2026-09-11,39,-2.8139,30,6
Egypt,2026-09-11T12:00:00+00:00,2026-09-11,39,-0.8476,25,13
Sudan,2026-09-11T12:00:00+00:00,2026-09-11,5,-1.3016,4,0
Haiti,2026-09-11T12:00:00+00:00,2026-09-11,4,-0.7752,4,4
Thailand,2026-09-11T12:00:00+00:00,2026-09-11,7,1.7587,2,0
Turkey,2026-09-11T11:00:00+00:00,2026-09-11,27,-1.2374,16,0
Ukraine,2026-09-11T11:00:00+00:00,2026-09-11,119,-1.6856,99,6
Lebanon,2026-09-11T11:00:00+00:00,2026-09-11,25,-2.2855,23,2
Israel,2026-09-11T11:00:00+00:00,2026-09-11,82,-2.7069,69,3
Egypt,2026-09-11T11:00:00+00:00,2026-09-11,33,-0.8897,15,0
Sudan,2026-09-11T11:00:00+00:00,2026-09-11,8,-3.6043,8,2
Haiti,2026-09-11T11:00:00+00:00,2026-09-11,7,-0.8844,6,4
Thailand,2026-09-11T11:00:00+00:00,2026-09-11,9,0.6621,3,1
Turkey,2026-09-11T10:00:00+00:00,2026-09-11,16,-0.3384,3,2
Ukraine,2026-09-11T10:00:00+00:00,2026-09-11,16,-2.7315,11,1
Lebanon,2026-09-11T10:00:00+00:00,2026-09-11,6,-0.0171,2,1
Israel,2026-09-11T10:00:00+00:00,2026-09-11,21,-2.6183,15,2
Egypt,2026-09-11T10:00:00+00:00,2026-09-11,27,0.0272,10,2
Sudan,2026-09-11T10:00:00+00:00,2026-09-11,0,,0,0
Haiti,2026-09-11T10:00:00+00:00,2026-09-11,2,-0.7752,2,2
Thailand,2026-09-11T10:00:00+00:00,2026-09-11,9,2.7521,2,0
Turkey,2026-09-11T09:00:00+00:00,2026-09-11,7,0.5489,2,0
Ukraine,2026-09-11T09:00:00+00:00,2026-09-11,25,-1.8845,22,3
Lebanon,2026-09-11T09:00:00+00:00,2026-09-11,1,-5.8869,1,0
Israel,2026-09-11T09:00:00+00:00,2026-09-11,37,-3.103,31,2
Egypt,2026-09-11T09:00:00+00:00,2026-09-11,17,-0.3681,10,1
Sudan,2026-09-11T09:00:00+00:00,2026-09-11,3,-0.7898,3,0
Haiti,2026-09-11T09:00:00+00:00,2026-09-11,2,-2.0193,1,0
Thailand,2026-09-11T09:00:00+00:00,2026-09-11,3,0.3157,1,0
Turkey,2026-09-11T08:00:00+00:00,2026-09-11,16,-1.8333,13,0
Ukraine,2026-09-11T08:00:00+00:00,2026-09-11,37,-2.6382,29,0
Lebanon,2026-09-11T08:00:00+00:00,2026-09-11,6,-3.0707,6,1
Israel,2026-09-11T08:00:00+00:00,2026-09-11,32,-3.7974,28,5
Egypt,2026-09-11T08:00:00+00:00,2026-09-11,30,-0.0646,15,4
Sudan,2026-09-11T08:00:00+00:00,2026-09-11,0,,0,0
Haiti,2026-09-11T08:00:00+00:00,2026-09-11,1,0.7799,0,1
Thailand,2026-09-11T08:00:00+00:00,2026-09-11,7,0.7793,2,2
Turkey,2026-09-11T07:00:00+00:00,2026-09-11,5,-0.4077,1,0
Ukraine,2026-09-11T07:00:00+00:00,2026-09-11,26,-2.1801,24,4
Lebanon,2026-09-11T07:00:00+00:00,2026-09-11,4,1.5765,2,0
Israel,2026-09-11T07:00:00+00:00,2026-09-11,27,-3.0833,24,3
Egypt,2026-09-11T07:00:00+00:00,2026-09-11,21,0.9807,10,1
Sudan,2026-09-11T07:00:00+00:00,2026-09-11,1,4.4994,1,0
Haiti,2026-09-11T07:00:00+00:00,2026-09-11,1,-5.5628,1,0
Thailand,2026-09-11T07:00:00+00:00,2026-09-11,7,1.5063,4,0
Turkey,2026-09-11T06:00:00+00:00,2026-09-11,5,-1.6621,2,0
Ukraine,2026-09-11T06:00:00+00:00,2026-09-11,14,-2.2734,11,3
Lebanon,2026-09-11T06:00:00+00:00,2026-09-11,8,-4.0058,8,1
Israel,2026-09-11T06:00:00+00:00,2026-09-11,23,-3.3197,21,1
Egypt,2026-09-11T06:00:00+00:00,2026-09-11,8,-1.2685,5,0
Sudan,2026-09-11T06:00:00+00:00,2026-09-11,2,-5.7132,2,0
Haiti,2026-09-11T06:00:00+00:00,2026-09-11,0,,0,0
Thailand,2026-09-11T06:00:00+00:00,2026-09-11,8,2.2352,1,0
Turkey,2026-09-11T05:00:00+00:00,2026-09-11,9,-0.857,4,0
Ukraine,2026-09-11T05:00:00+00:00,2026-09-11,20,-3.2111,19,2
Lebanon,2026-09-11T05:00:00+00:00,2026-09-11,8,-4.776,8,2
Israel,2026-09-11T05:00:00+00:00,2026-09-11,29,-4.1585,24,3
Egypt,2026-09-11T05:00:00+00:00,2026-09-11,15,-0.2328,8,2
Sudan,2026-09-11T05:00:00+00:00,2026-09-11,2,-3.2397,2,0
Haiti,2026-09-11T05:00:00+00:00,2026-09-11,3,-5.9923,2,1
Thailand,2026-09-11T05:00:00+00:00,2026-09-11,6,0.4361,2,0
Turkey,2026-09-11T04:00:00+00:00,2026-09-11,5,0.2811,2,0
Ukraine,2026-09-11T04:00:00+00:00,2026-09-11,19,-2.1331,16,1
Lebanon,2026-09-11T04:00:00+00:00,2026-09-11,8,-4.0712,7,1
Israel,2026-09-11T04:00:00+00:00,2026-09-11,19,-1.9958,16,1
Egypt,2026-09-11T04:00:00+00:00,2026-09-11,11,-2.2384,11,1
Sudan,2026-09-11T04:00:00+00:00,2026-09-11,4,-2.5558,4,1
Haiti,2026-09-11T04:00:00+00:00,2026-09-11,4,-4.1207,3,1
Thailand,2026-09-11T04:00:00+00:00,2026-09-11,8,2.5606,3,0
Turkey,2026-09-11T03:00:00+00:00,2026-09-11,3,-4.2705,3,0
Ukraine,2026-09-11T03:00:00+00:00,2026-09-11,15,-0.1918,12,2
Lebanon,2026-09-11T03:00:00+00:00,2026-09-11,5,-6.1675,5,0
Israel,2026-09-11T03:00:00+00:00,2026-09-11,34,-2.4561,30,1
Egypt,2026-09-11T03:00:00+00:00,2026-09-11,14,-1.4248,9,1
Sudan,2026-09-11T03:00:00+00:00,2026-09-11,0,,0,0
Haiti,2026-09-11T03:00:00+00:00,2026-09-11,2,-6.3254,2,1
Thailand,2026-09-11T03:00:00+00:00,2026-09-11,3,1.0431,2,0
Turkey,2026-09-11T02:00:00+00:00,2026-09-11,4,-1.8917,4,1
Ukraine,2026-09-11T02:00:00+00:00,2026-09-11,12,-1.5365,11,2
Lebanon,2026-09-11T02:00:00+00:00,2026-09-11,18,-4.2579,14,1
Israel,2026-09-11T02:00:00+00:00,2026-09-11,41,-3.0273,33,0
Egypt,2026-09-11T02:00:00+00:00,2026-09-11,23,-2.9361,18,0
Sudan,2026-09-11T02:00:00+00:00,2026-09-11,3,-2.2143,3,2
Haiti,2026-09-11T02:00:00+00:00,2026-09-11,3,-2.4426,3,2
Thailand,2026-09-11T02:00:00+00:00,2026-09-11,5,-0.2856,3,0
Turkey,2026-09-11T01:00:00+00:00,2026-09-11,9,-0.2112,6,0
Ukraine,2026-09-11T01:00:00+00:00,2026-09-11,8,-1.2769,7,0
Lebanon,2026-09-11T01:00:00+00:00,2026-09-11,3,0.5076,1,0
Israel,2026-09-11T01:00:00+00:00,2026-09-11,32,-0.2938,26,0
Egypt,2026-09-11T01:00:00+00:00,2026-09-11,12,0.2181,3,0
Sudan,2026-09-11T01:00:00+00:00,2026-09-11,1,0.5187,1,0
Haiti,2026-09-11T01:00:00+00:00,2026-09-11,3,-5.5378,3,1
Thailand,2026-09-11T01:00:00+00:00,2026-09-11,7,0.9797,5,1
Turkey,2026-09-11T00:00:00+00:00,2026-09-11,9,-1.7289,7,0
Ukraine,2026-09-11T00:00:00+00:00,2026-09-11,15,-1.4418,14,2
Lebanon,2026-09-11T00:00:00+00:00,2026-09-11,4,-0.8007,3,1
Israel,2026-09-11T00:00:00+00:00,2026-09-11,36,-1.1644,25,2
